Company Name,Company Website
Granite Telecommunications,https://granitetelecommunications.com.au/
GrayMatter Networks,https://graymatternetworks.com/
Growth Advisors International Network - GAIN,https://gainadvisors.com/
HaloSOS,https://www.halosos.com/
"Hapi (Data Travel, LLC)",https://www.hapicloud.io/
HFTP Certification,https://www.hftp.org/professional-development/academy
HFTP Membership,https://www.hftp.org/membership/join
HiJiffy,https://www.hijiffy.com/
HMA Intelligent Marketing,https://www.wearehma.com/
Honeywell Building Automation,https://buildings.honeywell.com/us/en/home
Hospitality Upgrade | Hotel Online,https://www.hospitalityupgrade.com/who-we-are
Hotel Internet Services & GuestCast,https://www.hotelwifi.com/
Hotel Investor Apps Inc.,https://hotelinvestorapps.com/
HotelKey,https://www.hotelkeyapp.com/index.html
hotelkit GmbH,https://hotelkit.net/
Hoteza Inc,https://hoteza.com/
HPE Aruba Networking,https://www.hpe.com/au/en/networking/hpe-aruba-networking.html
HRS Hospitality & Retail Systems,https://hrsinternational.com/
Hytera US Inc,https://www.hytera.com/
IBS Software,https://www.ibsplc.com/
ID&C,https://www.idcband.com/
IDeaS Revenue Solutions,https://ideas.com/
Infor,https://www.infor.com/en-au
Innova Nanojet Technologies LTD,https://innova-nanojet.co.uk/
INNsight.com,https://www.innsight.com/
InnSpire Inc,https://www.innspire.com/
Inntopia,https://corp.inntopia.com/
instaHop,https://www.instahop.com/
Intello by TELUS Business,http://www.intello.com/
Ireckonu - Hotel Middleware & CDP+,https://ireckonu.com/
IRIS,https://en.wikipedia.org/wiki/Iris_(plant)
Jazzware,https://www.jazwares.com/index.html
Jonas Hospitality / Jonas Unify / Jonas Chorum / Leonardo / Springer-Miller Systems,https://jonashospitality.com/
Juniper Networks,https://www.juniper.net/
JustFYI,https://www.justfyi.io/
Kyndryl,https://www.kyndryl.com/au/en
Latigo,https://countryscenesaddleryandpetsupplies.com/collections/latigo-sets
Laundris Autonomous Inventory Management,https://www.laundris.com/
LG Electronics,https://www.lg.com/au/
Lodgistics,https://lodgistics.com/
Lunavi,https://www.lunavi.com/
M3,https://www.carsales.com.au/cars/bmw/m3/
Macrotech,https://macrotech.net.au/?srsltid=AfmBOoo9Ft1-k3rz-kg3yYvRKqd6rIX_AxKKw3PiP4RMxUiHzDXJBGQ8
Maestro PMS,https://maestropms.com/index.html
MCOMS,https://mcoms.com/
MeetingPackage Inc,https://meetingpackage.com/
Merchant Cost Consulting,https://merchantcostconsulting.com/
Meter,https://en.wikipedia.org/wiki/Metre
Mews Systems,https://www.mews.com/en
"Miwa Lock Co., Ltd.",https://www.miwalock.com/
Myma.ai,https://www.myma.ai/
Nevotek,https://www.nevotek.com/
Nidec Instruments (America) Corporation,https://www.nidec.com/en/nidec-instruments/corporate/network/sales/nidec_instruments_america_sa/
NoLix.ai,https://nolix.ai/
Nomadix,https://nomadix.com/
Nonius,https://noniussolutions.com/
North Country Business Products,https://ncbpinc.com/
"NutmegLabs, Inc",https://nutmeg.io/
Omnifi,https://www.omnifi.io/
Omnigo Software,https://www.omnigo.com/
Omnitec Systems,https://www.omnitecsystems.com/
Onity,https://www.onity.com/en/us/
OnScript AI,https://onscript.ai/
Ooma Inc,https://www.ooma.com/?srsltid=AfmBOooItgPcGSqV9YegBFYGeu58XjaJ1kLyTmrSU77Nw7OZjZayqyh9
OpenKey,https://www.openkey.co/
Opentec Systems LLC,https://www.opentecme.com/
"OpenWiFi featuring Actiontec, CyberTan, Edgecore, Indio Networks and NetExperience",https://s23.a2zinc.net/clients/HFTP/HITEC2025/Public/eBooth.aspx?IndexInList=53&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=116983&Nav=False
OpsTechPro,https://opstechpro.com/
Optii Solutions,https://www.optiisolutions.com/
Oracle Hospitality,https://www.oracle.com/au/hospitality/
"ORBITA TECHNOLOGY CO., LTD.",https://www.orbitatech.com/
Otelier,https://otelier.io/
Panasonic Connect,https://connect.panasonic.com/en
Parity Technology Solutions,https://paritysolutions.com/
PAS,https://www.health.gov.au/resources/publications/cognitive-impairment-scale-pas?language=en
Peoplevine Inc.,https://www.peoplevine.com/
Percipia,https://percipia.com/
Philips Professional Displays,https://www.philips.com.au/p-m-pr/professional-displays-homepage
Phonesuite,https://phonesuite.com/
Pinnacle Communications Corp.,https://pinnaclecommunications.com/
"PinPoint, a division of RF Technologies, Inc.",https://www.rft.com/about-radio-frequency-technologies/our-stories-at-rft/
POPSHAP LLC,https://popshap.com/
PressReader,https://www.pressreader.com/?srsltid=AfmBOorvm7jRCcNr1hTrfaEzCqXJRA_b-Wwc4g4tDnXNZxkTrsIxtDUn
PriceLabs Inc,https://hello.pricelabs.co/
PureHD,https://purehd.com/
"QNAP, Inc.",https://www.qnap.com/
Qualee,https://www.qualee.com/
Quore,https://www.quore.com/
React Mobile,https://reactnative.dev/
RealTime Reservation,https://www.realtimereservation.com/
Reeco,https://www.reeco.io/
Relay,https://dictionary.cambridge.org/dictionary/english/relay
REPAY,https://repay.com/
"Resort Data Processing, Inc.",https://www.resortdata.com/
ResortPass,https://www.resortpass.com/
Retreat Technologies Inc,https://www.planretreat.com/
Revinate,https://www.revinate.com/
Rhombus,https://www.rhombus.com/
RMS Cloud,https://www.rmscloud.com/
Roomchecking,https://www.roomchecking.com/
roomMaster PMS (roomMaster by innQuest ),https://www.innquest.com/property-management/
RUCKUS Networks,https://www.ruckusnetworks.com/
RX Music,https://rxmusic.com/
Sabre Hospitality,https://www.sabrehospitality.com/
"Safety NetAccess, Inc.",https://safetynetaccess.com/
Sage,https://www.sage.com/en-au/
Salesforce,https://www.salesforce.com/au/
Samsotech,https://samsotech-id.com/
Samsung Electronics America,https://www.samsung.com/us/about-us/our-business/
Scala,https://www.scala-lang.org/
Sciant EAD,https://www.sciant.com/
Security Validation | SecValMSSP,https://support.securityval.com/hc/en-us
Seed Apps Empire - Ironing Machine,https://www.machinethatirons.com/
Sertifi,https://corp.sertifi.com/
"Shanghai Jiayulian Technology Co.,Ltd",https://www.jyl-world.com/
Shasta Cloud,https://www.shasta.cloud/
Shekel Scales 2008 LTD,https://www.shekel.ai/
"Shenzhen Dinstar Co.,Ltd.",https://www.dinstar.com/
Shift4,https://www.shift4.com/
Shiji Group,https://www.shijigroup.com/
SHR Group,https://shrgroup.com/
SilverWare POS Inc.,https://www.silverwarepos.com/
Smart Emergency Solutions,https://www.smartemergencysolutions.com/
SMARTLINEN,
SolutionInc,
"SONIFI Solutions, Inc.",
SoundHound AI,
Spectrum Business,
Squirrel Systems,
STAY,
Stayntouch,
Support test,
Tacit (Digital Ordering Done Right),
"TCA Software Solutions,",
"Tech Americas USA, Inc.",
TELEVES - USA,
The Anything Group,
ThreatSpike Labs,
Thynk.Cloud,
TigerTMS Innovation,
"Topaz Systems, Inc",
TrackMyShuttle,
TraknProtect,
Tripleseat Hotels,
TTI Technologies,
Twilio,
Tyme Global,
Typsy,
UberData Networks,
Ubiquiti Inc.,
Unifocus,
"Urbot, Inc.",
UrVenue,
USALI,
VDA Telkonet,
"Velocity, A Managed Solutions Company",
VENZA,
Verdant Energy Management Solutions,
Vingcard | ASSA ABLOY | Nomadix,
Virdee,
VTech Hospitality,
WorldVue,
WrkSpot,
xnPOS,
Xpodigital,
xquic OTA Savings,
Yellow Dog Software,
Yipy - E8,
Zaplox,
Zennio,
Zucchetti North America/Vertical Booking,
